customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00475,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.49,1639.72,No
CUST-00476,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,104.79,1991.2,No
CUST-00477,Female,0,Yes,No,4,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Electronic check,22.43,91.86,No
CUST-00478,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.52,1288.37,Yes
CUST-00479,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.08,4503.02,No
CUST-00480,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.13,1199.9,Yes
CUST-00481,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),100.41,6216.95,No
CUST-00482,Female,0,Yes,Yes,54,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),71.92,3880.86,No
CUST-00483,Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,93.71,472.39,Yes
CUST-00484,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,96.14,3071.44,No
CUST-00485,Male,1,Yes,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,83.05,2235.45,No
CUST-00486,Male,1,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.06,423.83,Yes
CUST-00487,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.05,372.02,Yes
CUST-00488,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,108.12,5730.22,No
CUST-00489,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),120.0,2277.13,Yes
CUST-00490,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,81.44,2525.66,Yes
CUST-00491,Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,79.68,3905.75,No
CUST-00492,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.3,673.99,Yes
CUST-00493,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.06,302.9,Yes
CUST-00494,Female,0,Yes,Yes,38,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,49.38,1860.35,Yes
CUST-00495,Male,1,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.96,525.43,Yes
CUST-00496,Male,0,No,Yes,16,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Bank transfer (automatic),20.57,332.58,No
CUST-00497,Male,1,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,1319.67,Yes
CUST-00498,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,105.77,1375.73,No
CUST-00499,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,92.73,2775.34,No
CUST-00500,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.67,1438.65,Yes
CUST-00501,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,79.83,5194.45,No
CUST-00502,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,95.73,5644.98,No
CUST-00503,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.22,531.66,No
CUST-00504,Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,51.47,1488.1,No
CUST-00505,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.97,1068.25,Yes
CUST-00506,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,1803.79,No
CUST-00507,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.28,808.85,No
CUST-00508,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.28,745.7,No
CUST-00509,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,97.93,6177.87,No
CUST-00510,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.92,1430.39,No
CUST-00511,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,117.76,2235.42,No
CUST-00512,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.66,544.13,Yes
CUST-00513,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.0,297.14,No
CUST-00514,Female,0,Yes,No,72,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Credit card (automatic),27.51,1982.29,No
CUST-00515,Female,0,Yes,Yes,59,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Electronic check,26.61,1574.05,No
CUST-00516,Male,1,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,41.56,121.09,No
CUST-00517,Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,56.24,956.96,No
CUST-00518,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,94.09,1035.63,No
CUST-00519,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,102.54,6863.57,No
CUST-00520,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.28,855.17,Yes
CUST-00521,Male,0,Yes,Yes,18,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Credit card (automatic),23.39,423.94,No
CUST-00522,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,92.31,3885.33,No
CUST-00523,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,101.32,6267.59,No
CUST-00524,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.4,1143.13,No
CUST-00525,Male,0,No,Yes,67,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,No,Credit card (automatic),28.4,1898.3,No
CUST-00526,Male,1,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.35,2555.47,Yes
CUST-00527,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.58,2496.25,No
CUST-00528,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.23,2577.21,No
CUST-00529,Female,1,No,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,87.45,4544.03,No
CUST-00530,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,100.76,4636.34,No
CUST-00531,Female,0,No,Yes,41,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,75.05,3076.87,No
CUST-00532,Male,1,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),84.01,1515.18,Yes
CUST-00533,Male,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),58.46,2690.86,No
CUST-00534,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.82,824.65,No
CUST-00535,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,106.35,2341.22,Yes
CUST-00536,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),113.28,458.41,Yes
CUST-00537,Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,88.46,6190.13,No
CUST-00538,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.8,1100.85,No
CUST-00539,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,82.45,4042.86,No
CUST-00540,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,85.45,1363.02,No
CUST-00541,Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),110.4,6402.76,No
CUST-00542,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),77.84,2333.18,No
CUST-00543,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,120.0,5638.59,No
CUST-00544,Male,0,No,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.33,608.19,No
CUST-00545,Female,0,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),46.12,596.32,No
CUST-00546,Male,0,Yes,No,6,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Mailed check,28.63,181.45,No
CUST-00547,Male,1,No,No,30,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,46.84,1407.02,No
CUST-00548,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,107.53,4515.94,No
CUST-00549,Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.71,1305.44,No
CUST-00550,Female,0,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.54,1880.32,No
CUST-00551,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,106.31,424.49,Yes
CUST-00552,Male,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,52.6,1422.12,No
CUST-00553,Female,0,No,No,68,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Electronic check,25.6,1738.07,No
CUST-00554,Male,0,No,Yes,5,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.09,225.51,Yes
CUST-00555,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,119.01,5122.36,No
CUST-00556,Female,1,No,No,16,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Electronic check,34.61,556.51,No
CUST-00557,Female,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,39.91,1074.76,No
CUST-00558,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,88.91,6134.14,No
CUST-00559,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.02,1590.02,Yes
CUST-00560,Female,0,No,Yes,65,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Credit card (automatic),23.56,1526.28,No
CUST-00561,Female,1,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.9,2145.17,No
CUST-00562,Male,0,No,Yes,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.2,1080.15,No
CUST-00563,Male,0,No,No,71,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,No,Mailed check,19.02,1350.29,No
CUST-00564,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.43,1356.01,No
CUST-00565,Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,120.0,2398.81,Yes
CUST-00566,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.78,269.31,Yes
CUST-00567,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,82.27,3694.49,No
CUST-00568,Male,0,No,Yes,27,Yes,No,No,No ,No ,No ,No ,No ,No ,One year,No,Electronic check,24.53,666.23,No
CUST-00569,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.69,3228.87,No
CUST-00570,Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,80.13,3846.19,No
CUST-00571,Female,0,Yes,No,48,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Credit card (automatic),30.21,1448.56,No
CUST-00572,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,95.38,3051.6,No
CUST-00573,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),95.81,5743.74,No
CUST-00574,Male,1,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.31,451.32,Yes
CUST-00575,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,74.21,1181.28,No
CUST-00576,Male,0,Yes,Yes,17,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Electronic check,27.59,473.22,No
CUST-00577,Female,1,No,No,20,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Mailed check,19.07,382.6,No
CUST-00578,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.7,930.33,No
CUST-00579,Female,1,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,102.67,1435.26,No
CUST-00580,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,70.73,4525.18,No
CUST-00581,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.63,371.42,No
CUST-00582,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),35.96,1800.31,No
CUST-00583,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,42.6,895.34,No
CUST-00584,Male,0,Yes,Yes,24,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),46.28,1107.91,No
CUST-00585,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.02,716.08,No
CUST-00586,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,101.56,5087.77,No
CUST-00587,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.24,240.94,No
CUST-00588,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),80.69,3865.89,No
CUST-00589,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,98.7,2853.88,No
CUST-00590,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.67,3451.64,No
CUST-00591,Female,0,No,No,56,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),56.03,3137.49,No
CUST-00592,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.17,1399.27,No
CUST-00593,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.74,394.97,No
CUST-00594,Female,0,No,No,11,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Electronic check,20.1,216.71,No
CUST-00595,Male,0,No,Yes,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.68,370.28,No
CUST-00596,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.51,959.97,Yes
CUST-00597,Female,1,Yes,No,46,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,51.53,2371.56,No
CUST-00598,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,63.22,1961.72,No
CUST-00599,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,58.23,2742.13,No
CUST-00600,Female,0,No,No,29,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Bank transfer (automatic),31.32,908.17,No
CUST-00601,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),37.92,796.86,No
CUST-00602,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.47,379.02,Yes
CUST-00603,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),115.9,1978.67,Yes
CUST-00604,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,118.72,950.94,Yes
CUST-00605,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,101.89,1019.09,Yes
CUST-00606,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72.71,4065.48,No
CUST-00607,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.11,1742.31,Yes
CUST-00608,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.63,499.11,Yes
CUST-00609,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.25,1792.99,No
CUST-00610,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.16,2318.0,No
CUST-00611,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),107.86,212.58,Yes
CUST-00612,Male,0,Yes,No,16,Yes,No,No,No ,No ,No ,No ,No ,No ,One year,Yes,Mailed check,20.22,326.15,No
CUST-00613,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,119.0,2858.0,Yes
CUST-00614,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,51.7,3455.71,No
CUST-00615,Female,0,No,No,35,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Credit card (automatic),19.92,693.83,No
CUST-00616,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),28.76,266.43,No
CUST-00617,Male,0,No,No,50,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Mailed check,25.74,1287.03,No
CUST-00618,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.23,597.58,No
CUST-00619,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),120.0,2163.34,Yes
CUST-00620,Male,0,Yes,Yes,15,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Credit card (automatic),20.08,299.69,No
CUST-00621,Male,0,No,Yes,13,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.5,995.15,No
CUST-00622,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,71.51,2579.44,No
CUST-00623,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),85.07,5442.65,No
CUST-00624,Male,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.42,6642.18,No
CUST-00625,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.04,1709.72,Yes
CUST-00626,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,86.48,4244.97,No
CUST-00627,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,76.37,2208.95,No
CUST-00628,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.59,866.61,No
CUST-00629,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,107.77,4310.66,Yes
CUST-00630,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,83.04,3816.86,No
CUST-00631,Female,0,No,Yes,50,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),50.71,2542.96,No
CUST-00632,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),97.35,6225.97,No
CUST-00633,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.11,1390.14,No
CUST-00634,Male,0,No,No,47,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),58.31,2739.61,No
CUST-00635,Male,0,No,No,57,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),74.67,4253.91,No
CUST-00636,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),82.18,1727.89,No
CUST-00637,Male,0,No,No,12,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Bank transfer (automatic),27.82,330.13,Yes
CUST-00638,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.0,318.31,Yes
CUST-00639,Female,0,Yes,Yes,8,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Credit card (automatic),23.57,187.44,Yes
CUST-00640,Female,0,Yes,No,15,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Electronic check,32.05,464.79,No
CUST-00641,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.49,3885.93,Yes
CUST-00642,Female,0,Yes,No,38,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,No,Bank transfer (automatic),20.1,768.45,No
CUST-00643,Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,91.73,4946.71,No
CUST-00644,Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.56,308.25,Yes
CUST-00645,Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),98.96,3164.95,No
CUST-00646,Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.56,1455.99,No
CUST-00647,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),100.23,1505.91,No
CUST-00648,Female,0,No,No,16,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Mailed check,27.3,429.59,No
CUST-00649,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),86.7,5373.12,No
CUST-00650,Female,0,Yes,No,71,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,52.76,3748.49,No
CUST-00651,Male,1,No,No,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,72.65,1957.26,No
CUST-00652,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.1,1560.43,No
CUST-00653,Male,0,No,Yes,12,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,38.26,460.89,No
CUST-00654,Female,0,Yes,Yes,19,Yes,No,No,No ,No ,No ,No ,No ,No ,One year,No,Bank transfer (automatic),21.46,398.41,No
CUST-00655,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,62.34,2436.59,No
CUST-00656,Female,0,No,No,71,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Credit card (automatic),28.0,1993.98,No
CUST-00657,Female,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),120.0,2271.11,Yes
CUST-00658,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.35,1572.67,No
